timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2]
788000,788000,-2.2100858e-17,2.0915588e-17,5.067612e-18,-9.191881e-16,2.98742e-15,6.6780983e-16
800000,800000,1.7943495e-17,9.726179e-18,2.535696e-18,5.3423634e-15,-5.158326e-16,-2.2610142e-16
808000,808000,3.3720746e-17,1.6498422e-17,1.6012713e-18,1.9747574e-15,3.6863197e-16,-1.5400995e-16
820000,820000,-1.3657958e-17,-1.4275386e-18,8.5648075e-19,-1.5217747e-15,-1.2043243e-15,-6.015307e-17
828000,828000,1.8190516e-17,2.5120251e-17,2.510963e-18,2.0521717e-15,1.8245716e-15,7.944283e-17
840000,840000,-1.33207445e-17,-1.2318091e-17,1.4561181e-18,-1.5953385e-15,-3.0977388e-15,8.1950496e-18
848000,848000,-1.8624603e-17,-2.317522e-17,3.9563697e-18,-1.1052866e-15,-1.4186732e-15,2.2758698e-16
860000,860000,-1.2631466e-17,-2.0778246e-17,-2.6447497e-20,2.1982214e-16,-1.3206125e-15,-4.820975e-16
868000,868000,-2.1360775e-17,-2.1812701e-17,-1.1807909e-18,-7.113302e-16,-1.0363374e-16,-1.7801803e-16
880000,880000,-1.181491e-17,4.143625e-17,-1.1110881e-18,1.1405701e-16,3.3774816e-15,-1.5905296e-16
888000,888000,9.051762e-18,2.3305293e-18,4.703951e-18,2.313864e-15,-2.1477107e-15,5.140812e-16
900000,900000,-1.22623645e-17,2.5101315e-18,5.4080134e-18,-2.084227e-15,-3.1781978e-16,-3.6089884e-17
908000,908000,-2.2732037e-17,9.082889e-18,3.712662e-18,-1.5888546e-15,6.477302e-16,-1.3945832e-16
920000,920000,-3.9513697e-17,-1.4076807e-17,9.386672e-19,-9.797318e-16,-1.6548233e-15,-3.5322804e-16
928000,928000,-2.797884e-17,-1.6127377e-17,-4.579144e-19,4.830266e-16,-8.525195e-16,-1.5727005e-16
940000,940000,2.6052998e-17,-1.9819247e-17,4.119897e-18,4.179693e-15,1.5637331e-15,2.7054029e-16
948000,948000,4.520215e-17,3.2579117e-17,1.3462035e-18,2.8513005e-15,4.4018206e-15,-1.8167042e-16
960000,960000,-1.3629248e-17,1.8974013e-17,2.0613998e-18,-3.7731256e-15,-9.383108e-17,-5.077694e-17
968000,968000,2.61429e-18,1.3523612e-17,-5.8359376e-20,3.6103848e-16,-6.8721286e-16,-1.7674813e-16
980000,980000,-2.1672648e-17,-2.7102933e-18,2.067028e-18,-2.354963e-15,-4.3814156e-16,1.0338759e-16
988000,988000,-1.0318255e-17,-1.2572358e-17,-3.3404186e-18,5.8966855e-16,-1.1564134e-15,-4.6147927e-16
1000000,1000000,1.1427932e-17,-3.32775e-18,2.5961541e-18,1.6614673e-15,-8.572599e-17,4.0032328e-16
1008000,1008000,1.1709177e-07,-2.1823495e-13,1.277348e-18,-1.570126e-15,3.9255477e-16,-2.900158e-17
1020000,1020000,1.1709177e-07,-2.1821363e-13,-2.9133198e-19,-2.6029742e-15,1.2898984e-15,2.4019059e-17
1028000,1028000,1.1709177e-07,-2.1822243e-13,1.3257926e-18,-6.961493e-16,-2.81615e-16,1.1364337e-16
1040000,1040000,1.1709177e-07,-2.1821126e-13,1.3818759e-18,2.0441294e-15,-3.0743971e-16,1.2444597e-16
1048000,1048000,1.1709177e-07,-2.1824232e-13,2.1143446e-18,-1.9473927e-15,-2.2713087e-15,8.605958e-17
1060000,1060000,1.1709177e-07,-2.1822297e-13,7.640807e-18,5.801337e-16,7.132204e-16,5.592945e-16
1068000,1068000,1.1709177e-07,-2.1824071e-13,-3.0897533e-19,9.9151903e-17,-1.0665595e-15,-5.451622e-16
1080000,1080000,1.1709177e-07,-2.1823435e-13,-2.7938422e-18,1.3568269e-15,-1.8363628e-15,-3.6528404e-16
1088000,1088000,1.1709177e-07,-2.182527e-13,-3.8758122e-18,3.4078139e-15,-1.1116357e-15,-1.4802283e-16
1100000,1100000,1.1709177e-07,-2.1824826e-13,5.3061965e-18,7.5049216e-16,-2.2421072e-15,4.1113566e-16
1108000,1108000,1.1709177e-07,-2.1824766e-13,-2.921485e-18,4.935612e-15,1.3158446e-16,-5.4271974e-16
1120000,1120000,1.1709177e-07,-2.182462e-13,6.197513e-18,-4.949742e-16,-4.50267e-16,7.1656616e-16
1128000,1128000,1.1709177e-07,-2.1825636e-13,4.247277e-18,8.509132e-16,-1.0713897e-15,-1.2274585e-17
1140000,1140000,1.1709177e-07,-2.1821633e-13,-4.4354864e-18,-6.20516e-15,2.9517722e-15,-5.664336e-16
1148000,1148000,1.1709177e-07,-2.1821591e-13,1.5400056e-19,4.2104271e-16,5.9053867e-16,2.7359408e-16
1160000,1160000,1.1709177e-07,-2.1822312e-13,7.5518126e-19,2.7072626e-15,5.753919e-16,-5.581872e-17
1168000,1168000,1.1709177e-07,-2.1821573e-13,-2.1329302e-19,-6.848992e-16,4.3333655e-16,-1.2508452e-16
1180000,1180000,1.1709177e-07,-2.1821539e-13,-5.2005104e-19,-1.8220998e-15,5.1011797e-16,-1.5247534e-16
1188000,1188000,1.1709177e-07,-2.182156e-13,-4.489902e-19,-7.663379e-16,1.3957455e-16,3.6220345e-18
1200000,1200000,1.1709177e-07,-2.1822385e-13,1.9315567e-18,2.6402142e-15,-3.032773e-16,-1.6080423e-17
1208000,1208000,1.1709177e-07,-2.1823861e-13,-8.424936e-19,-5.8085047e-15,-1.527816e-15,-1.7324536e-16
1220000,1220000,1.1709177e-07,-2.1822412e-13,5.9121092e-18,3.7589827e-15,8.4522527e-16,4.8092816e-16
1228000,1228000,1.1709177e-07,-2.1824376e-13,4.6528512e-18,-1.1209725e-15,-1.1263955e-15,-8.587266e-18
